xls,site_name,proxy,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,reference,doi,co2_as_published,proxy_category,category_reason,co2_superseded,co2_recalculated,co2_revised_reason,age_as_published,age_quarantined,age_superseded,age_recalculated,age_revised_reason
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,111.32,4,4,224.31,271.38,88.59,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,119.06,4,4,258.08,344.16,107.04,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,123.77,4,4,254.2,319.57,104.02,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,127.48,4,4,278.75,371.23,115.89,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,131.91,4,4,206.8,231,79.76,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,133.22,4,4,302.82,432.21,130.09,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,135.57,4,4,202.76,230.71,78.47,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,138.97,4,4,202.01,230.75,75.88,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,146.69,4,4,191.39,215.64,71.38,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,150.04,4,4,216.45,265.55,84.17,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,169.76,4,4,196.32,221.21,74.01,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,179.94,4,4,175.72,684.55,137.55,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,184.37,4,4,165.31,638.84,126.72,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,190.01,4,4,216.35,253.82,85.65,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,191.68,4,4,247.06,309.21,99.88,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,198.07,4,4,238.25,295.16,96.17,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,211.57,4,4,235.41,279.26,95.01,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,220.44,4,4,186.75,197.1,68.72,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,223.66,4,4,229.08,278.91,91.78,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,227.1,4,4,216.34,246.05,84.93,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,235.76,4,4,276.83,371.16,117.31,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,239.48,4,4,237.79,296.96,94.95,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,247.18,4,4,181.21,676.24,142.05,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,250.07,4,4,174.41,691.02,136.04,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,257.84,4,4,177.31,683.32,137.31,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2599.5,6,6,194.45,209.93,71.58,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2607.54,6,6,147.63,495.01,113.07,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2617.32,6,6,170.5,586.39,129.71,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2627.02,6,6,147.03,506.69,112.22,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2633.61,6,6,167.58,610.77,128.51,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2642.29,6,6,141.4,476.65,108.3,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2650.61,6,6,221.28,259.54,87.97,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2656.85,6,6,196.48,214.8,74.47,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2666.22,6,6,173.3,652.17,134.29,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2675.18,6,6,145.24,483.87,110.51,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2682.12,6,6,168.64,618.85,129.85,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2688.22,6,6,264.64,215.05,106.65,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2693.49,6,6,264.25,344.66,109.54,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2698.76,6,6,260.46,209.46,107.52,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2704.87,6,6,211.4,239.98,80.67,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2709.03,6,6,140.98,467.83,107.96,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2714.3,6,6,180.29,188.51,66.51,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2741.86,6,6,203.65,222.95,76.22,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
phytoplankton_badger_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2752.26,6,6,169.04,581.04,131.42,"Badger, M. P., Chalk, T. B., Foster, G. L., Bown, P. R., Gibbs, S. J., Sexton, P. F., ... & Pancost, R. D. (2019). Insensitivity of alkenone carbon isotopes to atmospheric CO2 at low to moderate CO2 levels. Climate of the Past, 15(2), 539-554.",Badger 2019,false,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,true,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,true,false,FALSE,false,
